From*, To*, Rate, 
4, 5, 0.622432934673846, 
4, 9, 0.00276361557154429, 
4, 11, 9.5297088673941e-05, 
4, 12, 0.00119121360842426, 
4, 13, 0.00933911469004622, 
4, 21, 0.178634392719302, 
4, 23, 0.00957735741173107, 
4, 27, 0.00152475341878306, 
5, 9, 0.00455212922173275, 
5, 11, 0.00161527165932452, 
5, 12, 0.0052863436123348, 
5, 13, 0.0365149290259422, 
5, 21, 0.177386196769457, 
5, 23, 0.0206558981889378, 
5, 24, 4.89476260401371e-05, 
5, 27, 0.000734214390602056, 
7, 21, 1, 
9, 12, 0.333333333333333, 
9, 21, 0.666666666666667, 
11, 12, 0.027431421446384, 
11, 13, 0.0423940149625935, 
11, 21, 0.907730673316708, 
11, 23, 0.00249376558603491, 
11, 27, 0.00249376558603491, 
12, 11, 0.0376749192680301, 
12, 13, 0.269106566200215, 
12, 23, 0.00215285252960172, 
13, 11, 0.000282326369282891, 
13, 12, 0.0152456239412761, 
13, 21, 0.00536420101637493, 
13, 23, 0.00197628458498024, 
13, 27, 0.000564652738565782, 
19, 21, 1, 
20, 12, 0.285714285714286, 
20, 21, 0.714285714285714, 
21, 9, 0.000839630562552477, 
21, 11, 0.00531766022949902, 
21, 12, 0.00307864539602575, 
21, 13, 0.0330254687937308, 
21, 23, 0.00251889168765743, 
22, 9, 0.0171277997364954, 
22, 11, 0.0237154150197628, 
22, 12, 0.0461133069828722, 
22, 13, 0.179183135704875, 
22, 21, 0.470355731225296, 
22, 23, 0.262187088274045, 
22, 27, 0.00131752305665349, 
23, 9, 0.00700280112044818, 
23, 11, 0.00560224089635854, 
23, 12, 0.0448179271708683, 
23, 13, 0.119047619047619, 
23, 21, 0.518207282913165, 
23, 27, 0.00700280112044818, 
