From*, To*, Rate, 
2, 9, 0.142857142857143, 
2, 12, 0.0714285714285714, 
2, 13, 0.428571428571429, 
2, 17, 0.214285714285714, 
2, 21, 0.142857142857143, 
3, 9, 0.0909090909090909, 
3, 12, 0.0909090909090909, 
3, 13, 0.181818181818182, 
3, 17, 0.636363636363636, 
4, 5, 0.4, 
4, 12, 0.0666666666666667, 
4, 13, 0.4, 
4, 17, 0.0666666666666667, 
4, 21, 0.0666666666666667, 
5, 9, 0.00123456790123457, 
5, 12, 0.00740740740740741, 
5, 13, 0.037037037037037, 
5, 16, 0.00123456790123457, 
5, 17, 0.0172839506172839, 
5, 21, 0.0111111111111111, 
7, 13, 0.0693069306930693, 
7, 16, 0.0198019801980198, 
7, 17, 0.0099009900990099, 
9, 8, 0.000855431993156544, 
9, 11, 0.000855431993156544, 
9, 12, 0.0171086398631309, 
9, 13, 0.221556886227545, 
9, 16, 0.0402053036783576, 
9, 17, 0.208725406330197, 
9, 19, 0.000855431993156544, 
9, 20, 0.0128314798973482, 
9, 21, 0.0521813515825492, 
9, 23, 0.00427715996578272, 
11, 9, 0.160968660968661, 
11, 12, 0.0479582146248813, 
11, 13, 0.495726495726496, 
11, 16, 0.0598290598290598, 
11, 17, 0.154320987654321, 
11, 19, 0.000949667616334283, 
11, 20, 0.000474833808167142, 
11, 21, 0.0299145299145299, 
11, 23, 0.0204178537511871, 
11, 24, 0.00474833808167141, 
11, 27, 0.00237416904083571, 
12, 8, 0.00189198486412109, 
12, 9, 0.0022359821121431, 
12, 11, 0.000343997248022016, 
12, 13, 0.229446164430685, 
12, 16, 0.0178878568971448, 
12, 17, 0.0368077055383557, 
12, 19, 0.00085999312005504, 
12, 20, 0.00154798761609907, 
12, 21, 0.00085999312005504, 
12, 23, 0.000343997248022016, 
12, 27, 0.00498796009631923, 
13, 8, 0.000765670135384401, 
13, 9, 0.0015313402707688, 
13, 11, 0.000104409563916055, 
13, 12, 0.0374134270699196, 
13, 16, 0.024779869836077, 
13, 17, 0.0303135767236279, 
13, 19, 0.00146173389482477, 
13, 20, 0.00174015939860091, 
13, 21, 0.00104409563916055, 
13, 23, 0.00135732433090871, 
13, 27, 0.00243622315804128, 
16, 9, 0.033423667570009, 
16, 12, 0.0040650406504065, 
16, 13, 0.106594399277326, 
16, 17, 0.207317073170732, 
16, 19, 0.0013550135501355, 
16, 20, 0.0013550135501355, 
16, 21, 0.0031616982836495, 
16, 23, 0.01806684733514, 
16, 24, 0.000903342366757001, 
17, 9, 0.119255813953488, 
17, 11, 0.0026046511627907, 
17, 12, 0.0414883720930233, 
17, 13, 0.341953488372093, 
17, 19, 0.00632558139534884, 
17, 20, 0.00948837209302326, 
17, 21, 0.0186046511627907, 
17, 23, 0.0236279069767442, 
17, 24, 0.00967441860465116, 
19, 9, 0.135437881873727, 
19, 11, 0.0112016293279022, 
19, 12, 0.0560081466395112, 
19, 13, 0.4989816700611, 
19, 16, 0.0529531568228106, 
19, 17, 0.104887983706721, 
19, 20, 0.00916496945010183, 
19, 21, 0.00305498981670061, 
19, 23, 0.00814663951120163, 
19, 24, 0.010183299389002, 
20, 9, 0.0627376425855513, 
20, 11, 0.00570342205323194, 
20, 12, 0.0665399239543726, 
20, 13, 0.433460076045627, 
20, 16, 0.0475285171102662, 
20, 17, 0.281368821292776, 
20, 21, 0.00950570342205323, 
20, 23, 0.0304182509505703, 
21, 9, 0.0372540812055253, 
21, 12, 0.0782754290498116, 
21, 13, 0.274591879447468, 
21, 16, 0.0443700293009627, 
21, 17, 0.141063206362495, 
21, 19, 0.00125575554625366, 
21, 20, 0.00251151109250733, 
21, 23, 0.0611134365843449, 
22, 9, 0.0956175298804781, 
22, 11, 0.00664010624169987, 
22, 12, 0.241699867197875, 
22, 13, 0.48074369189907, 
22, 16, 0.0451527224435591, 
22, 17, 0.0225763612217795, 
22, 19, 0.00265604249667995, 
22, 21, 0.0584329349269588, 
22, 23, 0.0464807436918991, 
23, 8, 0.00594059405940594, 
23, 9, 0.114851485148515, 
23, 11, 0.00099009900990099, 
23, 12, 0.105940594059406, 
23, 13, 0.525742574257426, 
23, 16, 0.0554455445544554, 
23, 17, 0.0207920792079208, 
23, 20, 0.00099009900990099, 
23, 21, 0.0188118811881188, 
23, 27, 0.00099009900990099, 
