From*, To*, Rate, 
2, 13, 1, 
4, 8, 0.571428571428571, 
4, 13, 0.0267857142857143, 
4, 16, 0.107142857142857, 
4, 23, 0.205357142857143, 
5, 8, 0.306020066889632, 
5, 9, 0.00891861761426979, 
5, 10, 0.00222965440356745, 
5, 12, 0.00390189520624303, 
5, 13, 0.0473801560758082, 
5, 16, 0.0306577480490524, 
5, 23, 0.0289855072463768, 
5, 24, 0.00222965440356745, 
5, 27, 0.00111482720178372, 
9, 8, 0.136363636363636, 
9, 12, 0.227272727272727, 
9, 13, 0.166666666666667, 
10, 8, 0.721649484536082, 
10, 13, 0.0618556701030928, 
10, 16, 0.0618556701030928, 
10, 23, 0.0309278350515464, 
11, 8, 0.32967032967033, 
11, 9, 0.032967032967033, 
11, 10, 0.0879120879120879, 
11, 12, 0.021978021978022, 
11, 13, 0.478021978021978, 
11, 16, 0.010989010989011, 
11, 23, 0.021978021978022, 
11, 24, 0.00549450549450549, 
12, 8, 0.11645101663586, 
12, 10, 0.0184842883548983, 
12, 11, 0.00831792975970425, 
12, 13, 0.284658040665434, 
12, 27, 0.00462107208872458, 
13, 8, 0.198424068767908, 
13, 10, 0.0143266475644699, 
13, 12, 0.0959885386819484, 
13, 16, 0.0265042979942693, 
13, 23, 0.00358166189111748, 
16, 8, 0.395061728395062, 
16, 9, 0.0534979423868313, 
16, 10, 0.0164609053497942, 
16, 13, 0.185185185185185, 
16, 23, 0.00411522633744856, 
16, 24, 0.00411522633744856, 
17, 8, 0.314465408805031, 
17, 9, 0.0125786163522013, 
17, 11, 0.0440251572327044, 
17, 12, 0.106918238993711, 
17, 13, 0.522012578616352, 
19, 8, 0.876543209876543, 
19, 9, 0.00411522633744856, 
19, 10, 0.0164609053497942, 
19, 12, 0.0123456790123457, 
19, 13, 0.065843621399177, 
19, 16, 0.0123456790123457, 
19, 23, 0.0123456790123457, 
20, 8, 0.770833333333333, 
20, 9, 0.0833333333333333, 
20, 12, 0.104166666666667, 
20, 16, 0.0416666666666667, 
21, 8, 0.694444444444444, 
21, 9, 0.05, 
21, 10, 0.00833333333333333, 
21, 12, 0.0166666666666667, 
21, 13, 0.0861111111111111, 
21, 16, 0.0638888888888889, 
21, 23, 0.075, 
21, 27, 0.00555555555555556, 
22, 8, 0.569169960474308, 
22, 9, 0.00395256916996047, 
22, 10, 0.00790513833992095, 
22, 12, 0.0355731225296443, 
22, 13, 0.0869565217391304, 
22, 16, 0.118577075098814, 
22, 23, 0.162055335968379, 
22, 27, 0.0158102766798419, 
23, 8, 0.772348033373063, 
23, 9, 0.0119189511323004, 
23, 12, 0.00238379022646007, 
23, 13, 0.00834326579261025, 
23, 16, 0.109654350417163, 
23, 27, 0.0107270560190703, 
