From*, To*, Rate, 
1, 2, 0.0610277065787868, 
1, 3, 0.0500427193946052, 
1, 9, 0.00439399487367265, 
1, 11, 0.0462590015867204, 
1, 12, 0.0351519589893812, 
1, 13, 0.0521176614182839, 
1, 14, 0.000610277065787868, 
1, 19, 0.00158672037104846, 
1, 20, 0.000244110826315147, 
1, 21, 0.000610277065787868, 
1, 23, 0.00353960698156963, 
1, 24, 0.00146466495789088, 
2, 3, 0.12046808816139, 
2, 8, 0.00265632852322493, 
2, 9, 0.0195276042788427, 
2, 10, 0.000789719290688492, 
2, 11, 0.106037762940627, 
2, 12, 0.158302821451648, 
2, 13, 0.196927274032594, 
2, 14, 0.000861511953478355, 
2, 19, 0.00825615622083423, 
2, 20, 0.00315887716275397, 
2, 21, 0.012061167348697, 
2, 22, 7.17926627898629e-05, 
2, 23, 0.0145021178835523, 
2, 24, 0.00394859645344246, 
2, 27, 0.00287170651159451, 
3, 2, 0.0240805604203152, 
3, 8, 0.00233508464681845, 
3, 9, 0.00861062463514302, 
3, 10, 0.000583771161704612, 
3, 11, 0.0761821366024518, 
3, 12, 0.0585230589608873, 
3, 13, 0.0983654407472271, 
3, 14, 0.00204319906596614, 
3, 19, 0.00175131348511384, 
3, 20, 0.00160537069468768, 
3, 21, 0.00277291301809691, 
3, 23, 0.00350262697022767, 
3, 24, 0.000291885580852306, 
3, 27, 0.000583771161704612, 
4, 12, 0.5, 
4, 13, 0.5, 
5, 9, 0.0888888888888889, 
5, 11, 0.0444444444444444, 
5, 12, 0.155555555555556, 
5, 13, 0.6, 
5, 23, 0.0666666666666667, 
7, 9, 0.166666666666667, 
7, 11, 0.166666666666667, 
7, 12, 0.333333333333333, 
7, 13, 0.333333333333333, 
9, 8, 0.0006765899864682, 
9, 10, 0.0138217668664218, 
9, 11, 0.0759713899091436, 
9, 12, 0.222018171273922, 
9, 13, 0.278561763000193, 
9, 14, 0.0059926541658612, 
9, 19, 0.0117919969070172, 
9, 20, 0.0124685868934854, 
9, 21, 0.0153682582640634, 
9, 22, 0.0001933114247052, 
9, 23, 0.03382949932341, 
9, 24, 0.0166247825246472, 
9, 27, 0.0036729170693988, 
10, 9, 0.0151574038087835, 
10, 11, 0.273221919937816, 
10, 12, 0.114652157015157, 
10, 13, 0.114263505635445, 
10, 14, 0.0163233579479207, 
10, 19, 0.000777302759424796, 
10, 21, 0.0388651379712398, 
10, 24, 0.00349786241741158, 
10, 27, 0.000388651379712398, 
11, 8, 0.00269476732494067, 
11, 9, 0.0193761814744802, 
11, 10, 0.00221212243092145, 
11, 12, 0.252885814262157, 
11, 13, 0.270210754937055, 
11, 14, 0.00241322447009613, 
11, 16, 1.00551019587339e-05, 
11, 19, 0.00712906728874231, 
11, 20, 0.00720950810441218, 
11, 21, 0.0126995937738809, 
11, 22, 0.000191046937215943, 
11, 23, 0.0179986325061336, 
11, 24, 0.00543981015967502, 
11, 27, 0.0025238305916422, 
12, 8, 0.000293142850305706, 
12, 9, 0.000711918350742429, 
12, 10, 0.000457661796905847, 
12, 11, 0.0326644890340644, 
12, 13, 0.137917728561686, 
12, 14, 0.000568338179164124, 
12, 16, 1.19650142981921e-05, 
12, 19, 0.00542613398423011, 
12, 20, 0.00641025641025641, 
12, 21, 0.000436723021884011, 
12, 22, 0.000107685128683729, 
12, 23, 0.000765760915084293, 
12, 24, 2.99125357454802e-06, 
12, 27, 0.00443303779748017, 
13, 8, 0.00610862298131498, 
13, 9, 0.000963873173936133, 
13, 10, 0.0012800481322655, 
13, 11, 0.000970012493515344, 
13, 12, 0.0517759516712763, 
13, 14, 0.000319244618118974, 
13, 16, 0.000423613050965562, 
13, 19, 0.00343187964477897, 
13, 20, 0.00470271879767565, 
13, 21, 0.00132302336931998, 
13, 22, 0.000128925711163432, 
13, 23, 0.00117874935920852, 
13, 24, 3.06965978960552e-06, 
13, 27, 0.0038923286132198, 
14, 9, 0.00689327311623485, 
14, 10, 0.00332778702163062, 
14, 11, 0.188733063941051, 
14, 12, 0.242690753506061, 
14, 13, 0.0998336106489185, 
14, 19, 0.009270263845971, 
14, 20, 0.0111718564297599, 
14, 21, 0.00380318516757785, 
14, 23, 0.000950796291894462, 
14, 24, 0.003090087948657, 
14, 27, 0.000950796291894462, 
16, 9, 0.0104166666666667, 
16, 13, 0.572916666666667, 
16, 21, 0.0208333333333333, 
16, 24, 0.177083333333333, 
17, 9, 0.0344827586206897, 
17, 11, 0.0459770114942529, 
17, 12, 0.137931034482759, 
17, 13, 0.770114942528736, 
17, 23, 0.0114942528735632, 
19, 8, 0.00256692335900257, 
19, 9, 0.0455934482337123, 
19, 10, 0.00122234445666789, 
19, 11, 0.0728517296174062, 
19, 12, 0.302896956362303, 
19, 13, 0.234323432343234, 
19, 14, 0.0011001100110011, 
19, 16, 6.11172228333945e-05, 
19, 20, 0.0119789756753453, 
19, 21, 0.00666177728884, 
19, 23, 0.0219410829971886, 
19, 24, 0.00708959784867376, 
19, 27, 0.00806747341400807, 
20, 8, 0.00185999323638823, 
20, 9, 0.0765979032803517, 
20, 10, 0.00152181264795401, 
20, 11, 0.0818397024010822, 
20, 12, 0.211531958065607, 
20, 13, 0.405985796415286, 
20, 14, 0.00169090294217112, 
20, 16, 0.000507270882651336, 
20, 19, 0.00743997294555293, 
20, 21, 0.0246871829556983, 
20, 23, 0.0236726411903957, 
20, 27, 0.0109908691241123, 
21, 8, 0.00307408545957578, 
21, 9, 0.037811251152782, 
21, 10, 0.011681524746388, 
21, 11, 0.0660928373808792, 
21, 12, 0.235936059022441, 
21, 13, 0.344297571472487, 
21, 14, 0.00783891792191823, 
21, 16, 0.000153704272978789, 
21, 19, 0.0209037811251153, 
21, 20, 0.011681524746388, 
21, 23, 0.0456501690747003, 
21, 27, 0.00568705810021519, 
22, 8, 0.0131795716639209, 
22, 9, 0.0738056013179572, 
22, 10, 0.00296540362438221, 
22, 11, 0.0619439868204283, 
22, 12, 0.219769357495881, 
22, 13, 0.527841845140033, 
22, 14, 0.0042833607907743, 
22, 19, 0.00691927512355848, 
22, 20, 0.00362438220757825, 
22, 21, 0.0276771004942339, 
22, 23, 0.0266886326194399, 
22, 27, 0.00889621087314662, 
23, 8, 0.0125571991060977, 
23, 9, 0.0603384058742152, 
23, 10, 0.00319250824731297, 
23, 11, 0.0444822815792274, 
23, 12, 0.199531765457061, 
23, 13, 0.359050760881132, 
23, 14, 0.00297967436415877, 
23, 16, 0.00106416941577099, 
23, 19, 0.00883260615089922, 
23, 20, 0.00649143343620304, 
23, 21, 0.0309673299989358, 
23, 22, 0.000319250824731297, 
23, 27, 0.0114930296903267, 
25, 13, 0.333333333333333, 
25, 19, 0.166666666666667, 
25, 23, 0.5, 
27, 2, 0.0239329876346231, 
27, 3, 0.0500598324690866, 
27, 8, 0.000797766254487435, 
27, 10, 0.000199441563621859, 
27, 11, 0.115077782209813, 
27, 12, 0.265257279617072, 
27, 13, 0.32828081372158, 
27, 14, 0.00179497407259673, 
27, 19, 0.00598324690865576, 
27, 20, 0.0217391304347826, 
27, 21, 0.0161547666533706, 
27, 22, 0.000398883127243718, 
27, 23, 0.0436777024331871, 
27, 24, 0.000797766254487435, 
28, 2, 0.0280728376327769, 
28, 3, 0.102427921092564, 
28, 10, 0.000758725341426404, 
28, 11, 0.18133535660091, 
28, 12, 0.27845220030349, 
