From*, To*, Rate, 
1, 2, 0.00379506641366224, 
1, 11, 0.0436432637571157, 
1, 12, 0.00189753320683112, 
1, 13, 0.0189753320683112, 
1, 21, 0.00189753320683112, 
1, 23, 0.00189753320683112, 
2, 11, 0.48780487804878, 
2, 13, 0.195121951219512, 
2, 21, 0.317073170731707, 
3, 13, 0.769230769230769, 
9, 12, 0.555555555555556, 
9, 13, 0.444444444444444, 
11, 12, 0.55, 
11, 13, 0.1, 
11, 21, 0.35, 
12, 13, 0.333333333333333, 
13, 12, 0.0164835164835165, 
13, 21, 0.00549450549450549, 
13, 27, 0.010989010989011, 
27, 13, 1, 
