From*, To*, Rate, 
5, 13, 0.0384615384615385, 
9, 12, 0.0108695652173913, 
9, 13, 0.0108695652173913, 
9, 21, 0.0652173913043478, 
11, 8, 0.00588235294117647, 
11, 9, 0.00588235294117647, 
11, 12, 0.294117647058824, 
11, 13, 0.152941176470588, 
11, 21, 0.0235294117647059, 
11, 23, 0.0235294117647059, 
12, 8, 0.0509383378016086, 
12, 10, 0.000446827524575514, 
12, 11, 0.0317247542448615, 
12, 13, 0.357462019660411, 
12, 27, 0.00268096514745308, 
13, 8, 0.0119967466449776, 
13, 12, 0.0561203741358276, 
13, 21, 0.000203334688897926, 
13, 23, 0.00610004066693778, 
13, 27, 0.000203334688897926, 
16, 9, 0.142857142857143, 
16, 13, 0.571428571428571, 
17, 8, 0.00925925925925926, 
17, 9, 0.0162037037037037, 
17, 11, 0.0416666666666667, 
17, 12, 0.0578703703703704, 
17, 13, 0.689814814814815, 
17, 21, 0.00694444444444444, 
17, 23, 0.175925925925926, 
17, 24, 0.00231481481481481, 
19, 9, 0.0697674418604651, 
19, 11, 0.0697674418604651, 
19, 12, 0.0930232558139535, 
19, 13, 0.674418604651163, 
19, 23, 0.0465116279069767, 
20, 8, 0.25, 
20, 13, 0.75, 
21, 8, 0.0601503759398496, 
21, 9, 0.0601503759398496, 
21, 12, 0.112781954887218, 
21, 13, 0.639097744360902, 
21, 23, 0.0902255639097744, 
22, 11, 0.0909090909090909, 
22, 13, 0.909090909090909, 
23, 12, 0.0470588235294118, 
