From*, To*, Rate, 
9, 12, 0.0714285714285714, 
9, 13, 0.142857142857143, 
11, 9, 0.0294117647058824, 
11, 12, 0.352941176470588, 
11, 13, 0.470588235294118, 
12, 11, 0.0204081632653061, 
12, 13, 0.163265306122449, 
13, 11, 0.00819672131147541, 
13, 12, 0.00819672131147541, 
13, 19, 0.00409836065573771, 
13, 21, 0.00409836065573771, 
13, 27, 0.00409836065573771, 
19, 12, 0.0714285714285714, 
20, 9, 0.166666666666667, 
20, 12, 0.638888888888889, 
20, 13, 0.166666666666667, 
21, 9, 0.333333333333333, 
21, 12, 0.222222222222222, 
21, 13, 0.444444444444444, 
22, 9, 0.333333333333333, 
22, 11, 0.0833333333333333, 
22, 12, 0.333333333333333, 
22, 13, 0.25, 
23, 12, 0.533333333333333, 
23, 13, 0.333333333333333, 
23, 21, 0.0666666666666667, 
