From*, To*, Rate, 
1, 2, 0.099776528081334, 
1, 3, 0.0275779082046119, 
1, 9, 0.000392917659193045, 
1, 10, 0.00314334127354436, 
1, 11, 0.00252940743105523, 
1, 12, 0.00169445740527001, 
1, 13, 0.00154711328307262, 
1, 14, 0.00211193241816262, 
1, 19, 0.000687605903587829, 
1, 20, 0.000540261781390437, 
1, 21, 0.00297143979764741, 
1, 22, 2.45573536995653e-05, 
1, 23, 0.000319245598094349, 
1, 24, 4.91147073991307e-05, 
2, 3, 0.128633720930233, 
2, 9, 0.0196220930232558, 
2, 10, 0.0365794573643411, 
2, 11, 0.0295542635658915, 
2, 12, 0.0465116279069767, 
2, 13, 0.00750968992248062, 
2, 14, 0.0414244186046512, 
2, 19, 0.000242248062015504, 
2, 20, 0.000242248062015504, 
2, 21, 0.00896317829457364, 
2, 23, 0.000726744186046512, 
2, 24, 0.00532945736434109, 
2, 27, 0.0281007751937985, 
3, 2, 0.120535714285714, 
3, 9, 0.00982142857142857, 
3, 10, 0.0267857142857143, 
3, 11, 0.04375, 
3, 12, 0.01875, 
3, 13, 0.01875, 
3, 14, 0.0678571428571429, 
3, 20, 0.000892857142857143, 
3, 21, 0.00178571428571429, 
3, 23, 0.00178571428571429, 
3, 24, 0.000892857142857143, 
3, 27, 0.00178571428571429, 
9, 10, 0.271264367816092, 
9, 11, 0.0367816091954023, 
9, 12, 0.119540229885057, 
9, 13, 0.118007662835249, 
9, 14, 0.265134099616858, 
9, 20, 0.00229885057471264, 
9, 21, 0.0597701149425287, 
9, 22, 0.0114942528735632, 
9, 23, 0.00996168582375479, 
9, 24, 0.00306513409961686, 
9, 27, 0.010727969348659, 
10, 9, 0.0105888429752066, 
10, 11, 0.0402892561983471, 
10, 12, 0.0976239669421488, 
10, 13, 0.112603305785124, 
10, 14, 0.18724173553719, 
10, 15, 0.000258264462809917, 
10, 19, 0.000774793388429752, 
10, 20, 0.00335743801652893, 
10, 21, 0.107179752066116, 
10, 22, 0.00774793388429752, 
10, 23, 0.00568181818181818, 
10, 24, 0.00258264462809917, 
10, 27, 0.00516528925619835, 
11, 9, 0.0114025085518814, 
11, 10, 0.212846826301786, 
11, 12, 0.0877993158494869, 
11, 13, 0.137210186240973, 
11, 14, 0.316229570505511, 
11, 19, 0.0064614215127328, 
11, 20, 0.00456100342075257, 
11, 21, 0.0494108703914861, 
11, 22, 0.00418091980235652, 
11, 23, 0.0072215887495249, 
11, 24, 0.00228050171037628, 
11, 27, 0.0106423413150893, 
12, 9, 0.00217391304347826, 
12, 10, 0.16304347826087, 
12, 11, 0.00217391304347826, 
12, 13, 0.0304347826086957, 
12, 14, 0.232608695652174, 
12, 19, 0.00434782608695652, 
12, 21, 0.0326086956521739, 
12, 22, 0.0108695652173913, 
12, 23, 0.00217391304347826, 
12, 27, 0.0152173913043478, 
13, 9, 0.00314465408805031, 
13, 10, 0.0440251572327044, 
13, 11, 0.00314465408805031, 
13, 12, 0.0691823899371069, 
13, 14, 0.106918238993711, 
13, 21, 0.0188679245283019, 
13, 22, 0.0157232704402516, 
14, 10, 0.0157064165550097, 
14, 11, 0.00528509751377103, 
14, 12, 0.00267976775346137, 
14, 13, 0.00342414768497841, 
14, 15, 0.271028733065357, 
14, 19, 0.000521065952061932, 
14, 20, 7.44379931517046e-05, 
14, 21, 0.00104213190412386, 
14, 22, 0.000372189965758523, 
14, 23, 0.000297751972606819, 
14, 27, 7.44379931517046e-05, 
15, 14, 0.644886363636364, 
19, 10, 0.0811688311688312, 
19, 11, 0.0373376623376623, 
19, 12, 0.0405844155844156, 
19, 13, 0.0665584415584416, 
19, 14, 0.253246753246753, 
19, 20, 0.025974025974026, 
19, 21, 0.0292207792207792, 
19, 22, 0.00974025974025974, 
19, 27, 0.00324675324675325, 
20, 9, 0.00181818181818182, 
20, 10, 0.0351515151515151, 
20, 11, 0.00181818181818182, 
20, 12, 0.00666666666666667, 
20, 13, 0.00303030303030303, 
20, 14, 0.0703030303030303, 
20, 15, 0.000606060606060606, 
20, 21, 0.0254545454545455, 
20, 22, 0.00666666666666667, 
21, 10, 0.0911528150134048, 
21, 11, 0.00804289544235925, 
21, 12, 0.0831099195710456, 
21, 13, 0.0187667560321716, 
21, 14, 0.206434316353887, 
21, 27, 0.00536193029490617, 
22, 9, 0.0285714285714286, 
22, 10, 0.214285714285714, 
22, 11, 0.0428571428571429, 
22, 12, 0.1, 
22, 13, 0.0714285714285714, 
22, 14, 0.171428571428571, 
22, 21, 0.2, 
22, 23, 0.0142857142857143, 
22, 27, 0.0142857142857143, 
23, 9, 0.00711743772241993, 
23, 10, 0.113879003558719, 
23, 11, 0.0604982206405694, 
23, 12, 0.0106761565836299, 
23, 13, 0.0427046263345196, 
23, 14, 0.686832740213523, 
23, 21, 0.0213523131672598, 
23, 22, 0.00355871886120996, 
23, 27, 0.0106761565836299, 
27, 2, 0.0960548885077187, 
27, 3, 0.0857632933104631, 
27, 10, 0.156946826758148, 
27, 11, 0.032590051457976, 
27, 12, 0.0248713550600343, 
27, 13, 0.097770154373928, 
27, 14, 0.426243567753002, 
27, 19, 0.00257289879931389, 
27, 21, 0.0214408233276158, 
28, 12, 0.7, 
28, 14, 0.3, 
