From*, To*, Rate, 
1, 2, 0.00528366095016344, 
1, 3, 0.00604486634128868, 
1, 9, 2.23883938566247e-05, 
1, 10, 0.00125375005597098, 
1, 11, 0.00458962074060807, 
1, 12, 0.00102986611740474, 
1, 13, 0.0057090404334393, 
1, 14, 0.00120897326825774, 
1, 19, 0.00118658487440111, 
1, 20, 4.47767877132495e-05, 
1, 21, 0.00205973223480947, 
1, 22, 0.000156718756996373, 
1, 23, 8.95535754264989e-05, 
2, 3, 0.221829509375187, 
2, 9, 0.000614029832864075, 
2, 10, 0.00113820164140658, 
2, 11, 0.0204127478583838, 
2, 12, 0.00655963577547475, 
2, 13, 0.0203079134966753, 
2, 14, 0.000569100820703289, 
2, 19, 0.000269574072964716, 
2, 20, 5.99053495477146e-05, 
2, 21, 0.00121308332834122, 
2, 22, 2.99526747738573e-05, 
2, 23, 0.000404361109447074, 
2, 27, 0.000374408434673216, 
3, 2, 0.0793410041841004, 
3, 9, 0.00109832635983264, 
3, 10, 0.000732217573221757, 
3, 11, 0.0119246861924686, 
3, 12, 0.00481171548117155, 
3, 13, 0.0100418410041841, 
3, 14, 0.000627615062761506, 
3, 19, 5.23012552301255e-05, 
3, 20, 0.000104602510460251, 
3, 21, 0.000784518828451883, 
3, 27, 5.23012552301255e-05, 
5, 11, 0.5, 
5, 13, 0.5, 
9, 10, 0.134863701578192, 
9, 11, 0.130559540889527, 
9, 12, 0.279770444763271, 
9, 13, 0.185078909612626, 
9, 14, 0.0767575322812052, 
9, 21, 0.0516499282639885, 
9, 23, 0.000717360114777618, 
9, 27, 0.00645624103299857, 
10, 9, 0.00492610837438424, 
10, 11, 0.0541871921182266, 
10, 12, 0.199507389162562, 
10, 13, 0.204433497536946, 
10, 14, 0.142857142857143, 
10, 21, 0.0369458128078818, 
10, 22, 0.00492610837438424, 
11, 9, 0.013953488372093, 
11, 10, 0.0372093023255814, 
11, 12, 0.246088794926004, 
11, 13, 0.275264270613108, 
11, 14, 0.040169133192389, 
11, 19, 0.00126849894291755, 
11, 20, 0.000422832980972516, 
11, 21, 0.0232558139534884, 
11, 22, 0.00211416490486258, 
11, 23, 0.00549682875264271, 
11, 27, 0.000845665961945032, 
12, 9, 0.00204588630717522, 
12, 10, 0.000876808417360807, 
12, 11, 0.0713868186467923, 
12, 13, 0.154537483559842, 
12, 14, 0.00160748209849481, 
12, 21, 0.00299576209264942, 
12, 22, 7.30673681134006e-05, 
12, 23, 0.000292269472453602, 
12, 27, 0.00723366944322665, 
13, 9, 0.00513552068473609, 
13, 10, 0.00114122681883024, 
13, 11, 0.00627674750356633, 
13, 12, 0.162910128388017, 
13, 14, 0.0014265335235378, 
13, 19, 0.000285306704707561, 
13, 21, 0.00570613409415121, 
13, 27, 0.0125534950071327, 
14, 9, 0.00147275405007364, 
14, 10, 0.0117820324005891, 
14, 11, 0.00736377025036819, 
14, 12, 0.00883652430044183, 
14, 13, 0.00589101620029455, 
14, 15, 0.157584683357879, 
17, 11, 1, 
19, 9, 0.120192307692308, 
19, 10, 0.0576923076923077, 
19, 11, 0.0769230769230769, 
19, 12, 0.509615384615385, 
19, 13, 0.129807692307692, 
19, 14, 0.0384615384615385, 
19, 20, 0.0144230769230769, 
19, 21, 0.00480769230769231, 
20, 9, 0.0306748466257669, 
20, 10, 0.104294478527607, 
20, 11, 0.116564417177914, 
20, 12, 0.337423312883436, 
20, 13, 0.122699386503067, 
20, 14, 0.0613496932515337, 
20, 21, 0.104294478527607, 
20, 27, 0.0122699386503067, 
21, 9, 0.11353711790393, 
21, 10, 0.112081513828239, 
21, 11, 0.0902474526928675, 
21, 12, 0.275109170305677, 
21, 13, 0.116448326055313, 
21, 14, 0.0684133915574964, 
21, 27, 0.00145560407569141, 
22, 9, 0.0848484848484849, 
22, 10, 0.0545454545454545, 
22, 11, 0.101010101010101, 
22, 12, 0.482828282828283, 
22, 13, 0.098989898989899, 
22, 14, 0.0545454545454545, 
22, 21, 0.0727272727272727, 
22, 27, 0.00404040404040404, 
23, 9, 0.0783582089552239, 
23, 10, 0.0205223880597015, 
23, 11, 0.110074626865672, 
23, 12, 0.391791044776119, 
23, 13, 0.21455223880597, 
23, 14, 0.00559701492537313, 
23, 21, 0.110074626865672, 
23, 22, 0.00186567164179104, 
23, 27, 0.0130597014925373, 
27, 2, 0.122137404580153, 
27, 3, 0.236641221374046, 
27, 11, 0.0534351145038168, 
27, 12, 0.0381679389312977, 
27, 13, 0.515267175572519, 
27, 14, 0.00381679389312977, 
27, 21, 0.00381679389312977, 
28, 2, 0.185714285714286, 
28, 3, 0.142857142857143, 
28, 10, 0.0571428571428571, 
28, 11, 0.0714285714285714, 
28, 12, 0.0714285714285714, 
28, 13, 0.385714285714286, 
28, 14, 0.0285714285714286, 
28, 21, 0.0142857142857143, 
28, 27, 0.0428571428571429, 
