From*, To*, Rate, 
2, 10, 0.0222222222222222, 
2, 12, 0.0222222222222222, 
2, 13, 0.155555555555556, 
2, 16, 0.377777777777778, 
2, 19, 0.111111111111111, 
2, 23, 0.311111111111111, 
3, 13, 0.25, 
3, 16, 0.75, 
4, 5, 0.7, 
4, 9, 0.0133333333333333, 
4, 13, 0.0133333333333333, 
4, 16, 0.08, 
4, 17, 0.0266666666666667, 
4, 21, 0.0466666666666667, 
4, 23, 0.02, 
5, 8, 0.00232480903354367, 
5, 9, 0.0102955828628363, 
5, 10, 0.00332115576220525, 
5, 11, 0.000996346728661574, 
5, 12, 0.0039853869146463, 
5, 13, 0.0571238791099303, 
5, 16, 0.0142809697774826, 
5, 17, 0.00664231152441049, 
5, 19, 0.0013284623048821, 
5, 21, 0.0162736632348057, 
5, 23, 0.00365327133842577, 
6, 7, 1, 
7, 9, 0.0114122681883024, 
7, 10, 0.0014265335235378, 
7, 12, 0.0019020446980504, 
7, 13, 0.0803613884926296, 
7, 16, 0.0855920114122682, 
7, 17, 0.0313837375178317, 
7, 21, 0.000951022349025202, 
7, 23, 0.0290061816452687, 
7, 24, 0.0109367570137898, 
7, 25, 0.00427960057061341, 
9, 8, 0.00412175015852885, 
9, 10, 0.0212428662016487, 
9, 11, 0.0120481927710843, 
9, 12, 0.0269499048826886, 
9, 13, 0.162650602409639, 
9, 16, 0.19720989220038, 
9, 17, 0.0554850982878884, 
9, 19, 0.015852885225111, 
9, 20, 0.000634115409004439, 
9, 21, 0.0155358275206088, 
9, 23, 0.00475586556753329, 
9, 24, 0.00253646163601776, 
10, 8, 0.0032626427406199, 
10, 9, 0.131865144100054, 
10, 11, 0.00435019032082654, 
10, 13, 0.0902664491571506, 
10, 16, 0.402392604676455, 
10, 17, 0.0948885263730288, 
10, 19, 0.0394235997824905, 
10, 20, 0.0369766177270256, 
10, 21, 0.00380641653072322, 
10, 23, 0.0065252854812398, 
10, 24, 0.00978792822185971, 
10, 25, 0.0032626427406199, 
10, 27, 0.00135943447525829, 
11, 8, 0.00193935119887165, 
11, 9, 0.148448519040903, 
11, 10, 0.0220380818053597, 
11, 12, 0.11583215796897, 
11, 13, 0.3762341325811, 
11, 16, 0.203102961918195, 
11, 17, 0.0576516220028209, 
11, 19, 0.0160437235543018, 
11, 20, 0.00476022566995769, 
11, 21, 0.0126939351198872, 
11, 22, 0.000881523272214386, 
11, 23, 0.00705218617771509, 
11, 24, 0.0123413258110014, 
11, 27, 0.0015867418899859, 
12, 8, 0.000703037120359955, 
12, 10, 0.00899887514060742, 
12, 11, 0.00351518560179978, 
12, 13, 0.179696287964004, 
12, 16, 0.0805680539932508, 
12, 17, 0.0147637795275591, 
12, 19, 0.0108267716535433, 
12, 20, 0.00843644544431946, 
12, 23, 0.000140607424071991, 
12, 27, 0.000562429696287964, 
13, 8, 0.00298292037527063, 
13, 9, 9.62232379119557e-05, 
13, 10, 0.0252104883329324, 
13, 11, 4.81116189559779e-05, 
13, 12, 0.0410392109694491, 
13, 16, 0.127110897281694, 
13, 17, 0.0331007938417128, 
13, 19, 0.0268462833774357, 
13, 20, 0.00606206398845321, 
13, 21, 0.000577339427471734, 
13, 22, 0.000481116189559779, 
13, 23, 0.00139523694972336, 
13, 25, 0.00312725523213856, 
13, 27, 0.000529227808515757, 
16, 8, 0.00152478708765666, 
16, 9, 0.0245825430473428, 
16, 10, 0.0234296552493585, 
16, 11, 0.000780988508311949, 
16, 12, 0.00197106623526349, 
16, 13, 0.0551898545873777, 
16, 17, 0.0409089218639592, 
16, 19, 0.0307188813269367, 
